what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1341642711049
processors,sysinfo,,,"4",1341642711049
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1341642711049
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1341642711049
java.specification.name,sysinfo,,,"Java Platform API Specification",1341642711049
java.specification.vendor,sysinfo,,,"Oracle Corporation",1341642711049
java.specification.version,sysinfo,,,"1.7",1341642711049
java.vendor,sysinfo,,,"Oracle Corporation",1341642711049
java.version,sysinfo,,,"1.7.0_02",1341642711049
java.vm.info,sysinfo,,,"mixed mode",1341642711049
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1341642711049
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341642711049
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1341642711049
java.vm.specification.version,sysinfo,,,"1.7",1341642711049
java.vm.vendor,sysinfo,,,"Oracle Corporation",1341642711049
java.vm.version,sysinfo,,,"22.0-b10",1341642711049
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1341642711085
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1341642712860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642717002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642833441
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1341642840047
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1341642840071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341642841545
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1341642841652
started,bundle,org.eclipse.wst.server.core,1.1.208.v20110914_1539,"org.eclipse.wst.server.core",1341642865081
started,bundle,org.eclipse.wst.server.ui,1.1.209.v20110914_1539,"org.eclipse.wst.server.ui",1341642865155
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1341642892282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642894551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642897427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642909508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642915176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341642916784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642921977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642924229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642941837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642946980
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341642948822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642958555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642972721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642981973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642982759
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1341642984001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341642997757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643010131
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1341643026088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643027851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643034113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341643041539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643067106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643071826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1341643077329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341643089879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643102359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643144069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643152781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643154448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643157005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643159242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643161051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643165573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643179966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643181490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643183541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643185271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643189023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643206241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643227155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643229948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643241014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643245546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643247174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643248000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643251156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643253018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643256306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643263241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643268827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643273665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643275927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643279436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643295960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643299089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643302338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643307287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341643318177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643319633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643323537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341643323975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1341643329874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1341643334011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1341643334409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643335669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643340506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643343553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643344946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643345744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341643351151
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1341643367147
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1341643367261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341643367587
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1341643368092
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1341643368170
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1341643368202
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1341643368265
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1341643368289
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1341643368328
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1341643368338
